CommercialCsiNumber,CommercialDeliveryMonth,UACsiNumber,SymbolCommercial,SymbolUA,ExchangeSymbol,Exchange,Name,SessionType,CloseField,SessionGroup,IsActive,TerminalPointValue,FullPointValue,Currency,ContractSize,Units,MinimumTick,TickValue,DeliveryMonths,StartDate,EndDate,LinkSymbol,TradingTime,OhlcOffset,Footnote,ConversionFactorCode,HasImplied5,HasCurrentDayVolume,HasCurrentDayOpenInterest,HasKnownExpirationDates,LastTotalVolume
200539,0,20539,SI7,SI7,FID,SGX,"FTSE Indonesia Index",ETH,Last,"SID,SI8,SI7",1,0.05,5,USD,"USD 5 x Index","points",100,5,SSVSSVSSVSSV,2020-09-14,2021-08-11,"","17:55 - 05:15",,"",2,0,1,0,1,0
200540,0,20540,KRD,KRD,KRW,SGX,"KRW/USD",Combined,Settlement,"KRD,KR2,KR1",1,1.25,125000,USD,"125000000 KRW","USD/1000 KRW",5,6.25,VVVVVVVVVVVV,2020-07-20,2021-08-11,"","19:50 - 19:30",,"",5,0,1,0,1,41
200541,0,20541,KR2,KR2,KRW,SGX,"KRW/USD",RTH,Settlement,"KRD,KR2,KR1",1,1.25,125000,USD,"125000000 KRW","USD/1000 KRW",5,6.25,VVVVVVVVVVVV,2020-07-20,2021-08-11,"","07:25 - 19:30",,"",5,0,1,0,1,113
200542,0,20542,KR1,KR1,KRW,SGX,"KRW/USD",ETH,Last,"KRD,KR2,KR1",1,1.25,125000,USD,"125000000 KRW","USD/1000 KRW",5,6.25,VVVVVVVVVVVV,2020-07-20,2021-08-11,"","19:50 - 05:15",,"",5,0,1,0,1,0
200543,0,20543,KMD,KMD,KU,SGX,"mini KRW/USD",Combined,Settlement,"KMD,KM2,KM1",1,0.25,25000,USD,"25000000 KRW","USD/1000 KRW",10,2.5,VVVVVVVVVVVV,2015-01-06,2021-08-11,"","19:50 - 19:30",,"",5,0,1,0,1,537
200544,0,20544,KM2,KM2,KU,SGX,"mini KRW/USD",RTH,Settlement,"KMD,KM2,KM1",1,0.25,25000,USD,"25000000 KRW","USD/1000 KRW",10,2.5,VVVVVVVVVVVV,2015-01-06,2021-08-11,"","07:25 - 19:30",,"",5,0,1,0,1,2350
200545,0,20545,KM1,KM1,KU,SGX,"mini KRW/USD",ETH,Last,"KMD,KM2,KM1",1,0.25,25000,USD,"25000000 KRW","USD/1000 KRW",10,2.5,VVVVVVVVVVVV,2015-01-06,2021-08-11,"","19:50 - 05:15",,"",5,0,1,0,1,463
200546,0,20546,TID,TWD,TWD,SGX,"TWD/USD",Combined,Settlement,"TID,TI2,TI1",1,0.3,3000,USD,"3000000 TWD","USD/1000 TWD",5,1.5,VVVVVVVVVVVV,2020-03-16,2021-08-11,"","19:50 - 19:30",,"",4,0,1,0,1,10
200547,0,20547,TI2,TW2,TWD,SGX,"TWD/USD",RTH,Settlement,"TID,TI2,TI1",1,30,300000,USD,"3000000 TWD","USD/1000 TWD",5,150,VVVVVVVVVVVV,2020-03-16,2021-08-11,"","07:25 - 19:30",,"",4,0,1,0,1,11
200548,0,20548,TI1,TW1,TWD,SGX,"TWD/USD",ETH,Last,"TID,TI2,TI1",1,30,300000,USD,"3000000 TWD","USD/1000 TWD",5,150,VVVVVVVVVVVV,2020-03-17,2021-08-11,"","19:50 - 05:15",,"",4,0,1,0,1,21
200549,0,20549,TMD,TMD,TD,SGX,"mini TWD/USD",Combined,Settlement,"TMD,TM2,TM1",1,10,100000,USD,"1000000 TWD","USD/10 TWD",1,10,VVVVVVVVVVVV,2015-08-31,2021-08-11,"","19:50 - 19:30",,"",4,0,1,0,1,0
200550,0,20550,TM2,TM2,TD,SGX,"mini TWD/USD",RTH,Settlement,"TMD,TM2,TM1",1,10,100000,USD,"1000000 TWD","USD/10 TWD",1,10,VVVVVVVVVVVV,2015-08-31,2021-08-11,"","07:25 - 19:30",,"",4,0,1,0,1,0
200551,0,20551,TM1,TM1,TD,SGX,"mini TWD/USD",ETH,Last,"TMD,TM2,TM1",1,10,100000,USD,"1000000 TWD","USD/10 TWD",1,10,VVVVVVVVVVVV,2015-09-01,2021-08-11,"","19:50 - 05:15",,"",4,0,1,0,1,0
200552,0,20552,SGD,SGD,SND,SGX,"SGD/USD",Combined,Settlement,"SGD,SG2,SG1",1,1,100000,SGD,"100000 USD","SGD/USD",5,5,VVVVVVVVVVVV,2015-01-06,2021-08-11,"","19:50 - 19:30",,"",5,0,1,0,1,11
200553,0,20553,SG2,SG2,SND,SGX,"SGD/USD",RTH,Settlement,"SGD,SG2,SG1",1,1,100000,SGD,"100000 USD","SGD/USD",5,5,VVVVVVVVVVVV,2015-01-06,2021-08-11,"","07:25 - 19:30",,"",5,0,1,0,1,104
200554,0,20554,SG1,SG1,SND,SGX,"SGD/USD",ETH,Last,"SGD,SG2,SG1",1,1,100000,SGD,"100000 USD","SGD/USD",5,5,VVVVVVVVVVVV,2015-01-06,2021-08-11,"","19:50 - 05:15",,"",5,0,1,0,1,1
