CommercialCsiNumber,CommercialDeliveryMonth,UACsiNumber,SymbolCommercial,SymbolUA,ExchangeSymbol,Exchange,Name,SessionType,CloseField,SessionGroup,IsActive,TerminalPointValue,FullPointValue,Currency,ContractSize,Units,MinimumTick,TickValue,DeliveryMonths,StartDate,EndDate,LinkSymbol,TradingTime,OhlcOffset,Footnote,ConversionFactorCode,HasImplied5,HasCurrentDayVolume,HasCurrentDayOpenInterest,HasKnownExpirationDates,LastTotalVolume
253,63,2556,MB,MB,,CFTC,"COT Muni Note Data",,Settlement,"",0,,,USD,"","Contracts",1,,,1985-06-28,2001-01-16,"","",,"",0,0,0,0,0,
263,64,9937,DX,DX#,098662,CFTC,"COT F+O U.S. Dollar Index Data",,Settlement,"",1,,,USD,"","Contracts",1,,,1995-03-21,2022-01-04,"","",,"",0,0,0,0,0,
263,63,2537,DX,DX%,098662,CFTC,"COT U.S. Dollar Index Data",,Settlement,"",1,,,USD,"","Contracts",1,,,1985-11-29,2022-01-04,"","",,"",0,0,0,0,0,
264,63,2539,EU,CU%,099741,CFTC,"COT Euro FOREX Data",,Settlement,"",1,,,USD,"","Contracts",1,,,1986-01-15,2022-01-04,"","",,"",0,0,0,0,0,
264,64,9939,EU,CU#,099741,CFTC,"COT F+O Euro FOREX Data",,Settlement,"",1,,,USD,"","Contracts",1,,,1999-01-05,2022-01-04,"","",,"",0,0,0,0,0,
265,63,2528,AD2,AD%,232741,CFTC,"COT Australian Dollar Data",,Settlement,"",1,,,USD,"","Contracts",1,,,1987-01-30,2022-01-04,"","",,"",0,0,0,0,0,
265,64,9928,AD2,AD#,232741,CFTC,"COT F+O Australian Dollar Data",,Settlement,"",1,,,USD,"","Contracts",1,,,1995-03-21,2022-01-04,"","",,"",0,0,0,0,0,
266,63,2559,GI,GI,256741,CFTC,"COT Goldman Sachs Index Data",,Settlement,"",0,,,USD,"","Contracts",1,,,1992-09-15,2014-03-04,"","",,"",0,0,0,0,0,
266,64,9959,GI,GI#,256741,CFTC,"COT F+O Goldman Sachs Index Net Values",,Settlement,"",0,,,USD,"","Contracts",1,,,2006-03-14,2014-03-04,"","",,"",0,0,0,0,0,
290,64,0,,,,CFTC,"",,Settlement,"",0,,,,"","",,,,2014-07-08,2022-01-04,"","",,"",0,0,0,0,0,
290,63,2571,SP2,SP2%,,CFTC,"COT S&P 500 (Combined) Data",,Settlement,"",1,,,USD,"","Contracts",1,,,1982-12-30,2022-01-04,"","",,"",0,0,0,0,0,
416,64,9963,EY,EY#,597741,CFTC,"COT F+O Euro Yen Net Values ",,Settlement,"",0,,,USD,"","Contracts",1,,,1996-03-12,2009-03-10,"","",,"",0,0,0,0,0,
416,63,2563,EY,EY%,597741,CFTC,"COT Euro Yen Data",,Settlement,"",1,,,USD,"","Contracts",1,,,1996-03-12,2012-10-02,"","",,"",0,0,0,0,0,
429,64,9948,ND,ND#,20974+,CFTC,"COT F+O Nasdaq 100 Data",,Settlement,"",1,,,USD,"","Contracts",1,,,1996-04-16,2022-01-04,"","",,"",0,0,0,0,0,
429,63,2548,ND,ND%,20974+,CFTC,"COT Nasdaq 100 Data",,Settlement,"",1,,,USD,"","Contracts",1,,,1996-04-16,2022-01-04,"","",,"",0,0,0,0,0,
459,63,2578,NE2,NW%,,CFTC,"COT New Zealand Dollar",,Settlement,"",0,,,USD,"","Contracts",1,,,1999-01-05,2022-01-04,"","",,"",0,0,0,0,0,
459,64,9978,NE2,NW#,,CFTC,"COT New Zealand Dollar F+O",,Settlement,"",0,,,USD,"","Contracts",1,,,2014-04-01,2022-01-04,"","",,"",0,0,0,0,0,
679,63,2540,NI,NI%,246602,CFTC,"COT 10-year Swap Data",,Settlement,"",1,,,USD,"","Contracts",1,,,2001-11-13,2018-12-18,"","",,"",0,0,0,0,0,
679,64,9940,NI,NI#,246602,CFTC,"COT F+O 10-year Swap Data",,Settlement,"",1,,,USD,"","Contracts",1,,,2001-11-13,2018-12-18,"","",,"",0,0,0,0,0,
684,64,9976,EMD,EM#,,CFTC,"COT S&P Midcap 400 E-mini F+O",,Settlement,"",0,,,USD,"","Contracts",1,,,2014-04-01,2022-01-04,"","",,"",0,0,0,0,0,
684,63,2576,EMD,EM%,,CFTC,"COT S&P Midcap 400 E-mini",,Settlement,"",1,,,USD,"","Contracts",1,,,2014-04-01,2022-01-04,"","",,"",0,0,0,0,0,
699,64,0,,,,CFTC,"",,Settlement,"",0,,,,"","",,,,2014-04-01,2022-01-04,"","",,"",0,0,0,0,0,
699,63,2573,YM,YM%,124603,CFTC,"COT Dow Jones Industrial Data- x $5",,Settlement,"",1,,,USD,"","Contracts",1,,,2002-05-21,2022-01-04,"","",,"",0,0,0,0,0,
816,64,0,LRC,LRC#,,CFTC,"COT ICE Robusta Coffee F+O (Disaggregated)",,Settlement,"",1,,,,"","",1,,,2017-01-03,2022-01-04,"","",,"",0,0,0,0,0,
816,63,0,LRC,LRC%,,CFTC,"COT ICE Robusta Coffee Futures (Disaggregated)",,Settlement,"",1,,,,"","",1,,,2017-01-03,2022-01-04,"","",,"",0,0,0,0,0,
839,63,2532,RTN,RTN%,111659,CFTC,"COT Gasoline RBOB Data",,Settlement,"",1,,,USD,"","Contracts",1,,,2006-02-14,2022-01-04,"","",,"",0,0,0,0,0,
839,64,0,,,,CFTC,"",,Settlement,"",0,,,,"","",,,,2014-04-01,2022-01-04,"","",,"",0,0,0,0,0,
866,63,2575,RB1,RB%,,CFTC,"COT RBOB Gasoline",,Settlement,"",1,,,USD,"","Contracts",1,,,2007-01-09,,"","",,"",0,0,0,0,0,
866,64,9975,RB1,RB#,,CFTC,"COT RBOB O",,Settlement,"",0,,,USD,"","Contracts",1,,,,,"","",,"",0,0,0,0,0,
913,63,2577,NIY,NY%,,CFTC,"COT Nikkei 225 Yen",,Settlement,"",1,,,USD,"","Contracts",1,,,2014-04-01,2022-01-04,"","",,"",0,0,0,0,0,
913,64,9977,NIY,NY#,,CFTC,"COT Nikkei 225 Yen F+O",,Settlement,"",0,,,USD,"","Contracts",1,,,2014-04-01,2022-01-04,"","",,"",0,0,0,0,0,
919,64,9974,VX,VX#,,CFTC,"COT VIX Volatility Index F+O",,Settlement,"",0,,,USD,"","Contracts",1,,,2014-04-01,2022-01-04,"","",,"",0,0,0,0,0,
919,63,2574,VX,VX%,,CFTC,"COT VIX Volatility Index",,Settlement,"",1,,,USD,"","Contracts",1,,,2014-04-01,2022-01-04,"","",,"",0,0,0,0,0,
